,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
15644,15645,__label2__,1,N,Electronics,B004T0MW7Q,Philips DC291/37 30-Pin iPod/iPhone/iPad Alarm Clock Speaker Dock,It now resides in the local garbage dump!,"I bought this clock radio for my husband for Christmas, thinking he could charge his iPhone, IPad, and iPod conveniently in one spot.  Turned out to be much harder in real life, as the iPad can't be in a case, and there were other issues with his new iPhone, the details of which I didn't bother to ask.  He is quite savvy with tech toys and such, but he got so frustrated with this unit and its horrible instructions that one day he yanked its cord and slammed it into the garbage can in utter frustration and anger.  In over 20 years of marriage, I've never seen him react that way!  He so wanted to work with it, because it was a gift and wasn't exactly inexpensive, but he finally couldn't deal with it anymore.  He didn't even want to give it to our local charity store to spare them the agony.<br /><br />It also didn't have AM radio!  And it takes up a lot of acreage on the nightstand.<br /><br />So our recommendation is to not buy this product.  We found using seperate charging cords and the iPhone alarm FAR easier!!!"
15658,15659,__label2__,3,Y,Electronics,B00BXTAG10,Jensen JCR310 Top Loading AM/FM PLL Stereo CD Dual Alarm Clock Radio with 0.6-Inch Green LED Display and Aux Line-In,It's OK,"Everything functions as expected but the built-in speakers are rather tinny sounding.  When I play CDs on other machines, the sound is much richer."
15703,15704,__label2__,5,Y,Electronics,B005KQ2O26,Logitech Bluetooth Wireless Speaker,Great sound from this Bluetooth-enabled speaker!!!!,"Just got this wireless Logitech speaker today for my 4th gen. iPod touch, and I'm loving it so far..  I listened to it for about 3-4 hours today.  It has great sound, is a nice portable size, and the Bluetooth works very well for streaming audio from the iPod touch.  This is the ticket if you want a nice, great sounding portable speaker for use whenever, and wherever you need your music.  Curious about one thing - the amazon page for this product says it has a 2 yr hardware warranty, but on the box, it says the warranty is just 1 year.  Some might also want to know that this speaker comes with a 3.5mm headphone jack, and includes a cable that you can connect to your iPod, if you'd rather do that than use Bluetooth. I personally love Bluetooth and think it is THE way to enjoy music wherever you need it."
15721,15722,__label2__,5,Y,Electronics,B00NBOGPMY,Presonus Ceres C4.5BT 2-Way Powered Speakers with Bluetooth,They love them and so do their friends,Bought these (two pairs) for my daughters college rooms.  They love them and so do their friends.  A good buy!
15775,15776,__label2__,2,Y,Electronics,B00BCSYZQY,iLive iHB603B Wireless Bluetooth Speaker System with CD Player and FM Radio,Not a quality stereo,"Not impressed...no place for headphones, extra speakers.  Feels and sounds &#34; cheap&#34;.,, sorry i bought it."
15818,15819,__label2__,5,Y,Electronics,B0057QCGRM,1 Card: 4pcs Tenergy Solar Tech AA 3.2v (14500 Size) 400mah Lifepo4 Rechargeable Batteries,great product,they made the solar lights from Sam's live again.  thank you! so happy with your batteries.  almost threw out the lights because we couldn't find replacement batterise.
15852,15853,__label2__,5,Y,Electronics,B00EZXUI00,1000 CD DVD Silver Aluminum Media Storage Case Mess-Free Holder Box with Sleeves,Storage case got to me within good time. Very happy with this purchase as I ...,"Storage case got to me within good time. Very happy with this purchase as I have quite a few movies. It is nice that the movies are secure in this hard case and organized alphabetically and now I can save more room along my walls by not having the dvd bookshelves. Was also pleasantly surprised when I discovered it was lockable. It may have been in the description and I just didn't notice, but definitely a bonus."
15859,15860,__label2__,3,Y,Electronics,B00C402U2K,"JLab Audio JBuds Hi-Fi Noise-Reducing Ear Buds with Universal Microphone, GUARANTEED FOR LIFE - Blue",use for hands-free not music,"I had 2 JLab Jbud ear buds (without the mic) and loved both. I purchased the version with the mic to use with my phone and listen to music. As a hands-free it's great, but not for listening to music.  The music does not come across clear as my other JBud, in fact the music comes across faded and sort of warped. This was a disappointing purchase for me. Unfortunately it's not feasible to return to shipper due to my location so will only use it as a hands-free device."
15929,15930,__label2__,5,Y,Electronics,B006KZ0R1Q,Altec Lansing Technologies IMT227 OrbitM Ultra Portable Speaker,Love it,I love this little speaker it is loud when you need it to be and portable. Def worth buying. Thanks.
15939,15940,__label2__,4,Y,Electronics,B0090Z3QG6,Bose® SoundLink® Bluetooth Mobile Speaker II – Leather,Good product!,"The sound quality is very good but i was expecting more dBs.<br />The bluetooth connection is very good, but sometimes there are some failures (i don't know if it's my Samsung Galaxy III fault)."
15958,15959,__label2__,5,Y,Electronics,B002JPY96K,VIZIO Remote Control VR2 - 0980-0305-3000,"no surprises, it is a factory remote control","nothing to comment, my TV remote control was damaged by battery corrosion and nothing better than a factory remote control."
16003,16004,__label2__,4,Y,Electronics,B007D7P67K,"iLuv IEP386WHT JetTurbo High-Performance Earphones with SpeakEZ Remote for Smartphones, White",Don't buy the white!,Price is great for what you get. Controls on the wire r my favorite. But I don't recommend the white color it gets dirty fast and won't come clean!  Buying a red set!
16037,16038,__label2__,5,Y,Electronics,B008EQ1ZJM,Beats Solo HD Wired On-Ear Headphone - Dark Blue (Discontinued by Manufacturer),What???,The cabe that attaches from the headset to the iPod is not functioning correctly.  I have to keep pressing the button on the cable to get the sound.  :-(<br /><br />HELP!!!<br /><br />Never mind... I figured it out!  now getting the great sound I was expecting.  I had the cable hooked up wrong.
16047,16048,__label2__,4,Y,Electronics,B004OA733E,iHome iM60LT Rechargeable Mini Speaker - Gray Translucent,Its a good product that does its job well,"Its a good product that does its job well. When connected at full volume the audio is very loud which is great for those who need it. Sound quality is average, good but not amazing. But that's what you can expect with a price this low.<br /><br />I would recommend that you open up the speakers (to expose the spring like white plastic) very sparingly. Since that is made of thin plastic it tends to rip pretty easily, pretty soon all of it would be ripped and the only thing connecting the bottom and top half would be a couple of wires. This happened to me within a month or so, but I did use it everyday. Opening up only gives you slightly more bass and I personally feel that its not so great sounding that it would warrant you risking breaking it.<br /><br />Aside from that it still works great and I have had for about a year. I have not upgraded to bluetooth speakers so I don't have much use for it but for this price its a great item."
16087,16088,__label2__,3,Y,Electronics,B000GA73BS,Pyle Home PDMN48 5 1/4-Inch 2-Way Bass Reflex Mini-Monitor System (Pair),Performance Value Trade off,They were offered at a very economical price point and performed satisfactorily with that consideration but their performance doesn't compare to more expensive options.  Be cognizant of that limitation.
16098,16099,__label2__,5,Y,Electronics,B0000AI0N1,Tripp Lite 6 Outlet Surge Protector Power Strip 6ft Cord 790 Joules LED & $20K INSURANCE (TLP606),Works Great! (*Update!),"I've only had this for less than a month, and it seems to be doing it's job. I decided to buy this brand because of the great reviews, and it's lifetime warranty. The green led light lets me know that it's on and working. I'm very pleased with my purchase.<br /><br />*Update<br />About 3 months ago the grounded part of the prong came off and got stuck in the wall outlet. Ok no biggie, except now my electronics plugged into the surge protector are not protected.  Had to shut off the electric in the house to pull the broken prong out of the outlet.<br />I never got around to buying a new one, and today the surge protector bit the dust  (11/14/13) less than a year after I bought it. Plugged in, the lights light up, but nothing plugged into it will turn on.<br /><br />This worked very well for a few months, but I am very disappointed in the quality of this product, and would probably not consider purchasing again in the future."
16128,16129,__label2__,5,Y,Electronics,B001RB24S2,Sony MDR-XB500 40mm XB Diaphragm Driver Extra Bass Headphones,Pretty good headphones,"These are good headphones, they produce sound which is my favorite part. They also function as mediocre ear warmers during the winter. My cat very much enjoys playing with the cord as well, but she wishes it were longer. They're also tangle free. I use these for computer headphones so I wish the cord was longer as well, but as portable headphones I wouldn't like that. So I guess I wish the cord would grow when I needed it to, yeah, that would be cool.<br /><br />Pros:<br />Make good sounds<br />bassy<br />price<br />comfy<br />Cons:<br />plastic<br />only ok ear warmers<br />big and don't really work with a hoodie"
16182,16183,__label2__,5,Y,Electronics,B00K6NDFXA,Tekfusion Twinwoofers In-ear Headphones (Black Edition),Lovely ear-phones,"This is one of many premium ear phones that I already own.  Decent price and good reviews prompted me to purchase this and I am thoroughly impressed with its sound quality.  I have already used it on couple of long flight trips and noise cancellation met my expectations.  The design is also very good that it fits in the ear very well.  Like any other headphone, prolonged usage does cause irritation in the ear but was fine to use it after a break."
16218,16219,__label2__,4,Y,Electronics,B004264PT0,Monoprice 107112 4x2 True HDMI Matrix Switch with Analog Audio Output,Close but not quite perfect,"I have a first generation Sony LCD HDTV that only has DVI input. This hasn't been a problem until I bought a Roku 3, which only has HDMI out. DVI doesn't accept HDMI audio, so I needed a solution that could accept HDMI input and output both video and analog audio. Enter this unit, a 4x2 switch with analog audio output. It works great, saved me from needing to buy a new TV.<br /><br />However, there's a glitch. If I turn on the Roku after I turn on the Monoprice, I get a 'restricted content' message and only the audio works -- no video. If I turn off the switch for 15 or so seconds and turn it back on after the Roku's been started, everything is fine. Hence the 4 start review, it does the job, it does have a minor annoyance."
16221,16222,__label2__,5,Y,Electronics,B007ZCCRBG,Bose Wave Music System III,I love my Bose,"I love my Bose!!!!!!!  I had to get an antenna from Amazon, which was an Terk am antenna.  Works great!"
16237,16238,__label2__,1,N,Electronics,B009P0NNP0,ZAGG Travel Friendly Wood Headphones - Ebony,Unknown brand = get what you pay for,"Terrible headphones that I bought from iFrogz last fall, decided to review on Amazon to warn people. You can't replace the incredibly fragile headphone jacks that somehow broke after about 1 month of use. Now I have to move the jacks around inside the socket until both sides work because one side is broken, so I use earbuds instead and plan to get Sennheiser or Logitech. I tried to go to the ZAGG site to try and find out what jack sizes are used so maybe I can try to replace them with a generic brand, and the answerers are are absolutely no help, saying statements such as &#34;look at the previous question..&#34; etc.. there IS no previous question.."
16250,16251,__label2__,5,Y,Electronics,B006RW789G,VIZIO XPG202 Theater 3D Passive 3D Glasses-Pack of 4,good value,came quickly and relatively inexpensive to the stuff I found in the local stores.  just like the ones I got with my tv.
16269,16270,__label2__,4,N,Electronics,B007GN0TD2,Skullcandy Aviator Headphones Mic3 (Chrome/Black),Expensive and mostly worth it,"Sound really good with the iphone 4s.  Great earcups, soft and feel like leather.  The microphone sound is nothing special."
16287,16288,__label2__,5,Y,Electronics,B0058GZWXQ,"eneloop XX 2500mAh Typical / 2400 mAh Minimum, High Capacity, 4 Pack AA Ni-MH Pre-Charged Rechargeable Batteries",Great Battery,"I use these for my strobes that are for my underwater camera system and with the older Sanyo batteries (white color), which are good I can get two dives out of them before I have to recharge, with these, I can get at least three which is really helpful when you are on a boat with no power to recharge and you don't want to change batteries if you can avoid it."
16328,16329,__label2__,5,N,Electronics,B005SUXGY4,House of Marley EM-JE010-MI People Get Ready Jammin In-Ear Headphone - Midnight (Discontinued by Manufacturer),These buds be JAMMIN,"I was a bit skeptical about getting these, but once I tried them in my ears the sound was amazing. They fit amazingly well and are really cool looking. Any future buds will be more Marleys  : )"
16335,16336,__label2__,1,Y,Electronics,B000069106,Terk Low-Profile Indoor Antenna TV5 (Discontinued by Manufacturer),Channels,This doesn't work well at all. You only get 4 channels. And his is in the heart of a great cable Area. Won't buy from them again. Doesn't work
16340,16341,__label2__,5,Y,Electronics,B00316263Y,BlueRigger High Speed HDMI Cable with Ethernet 6.6 Feet (2m) - Supports 3D and Audio Return [Latest Version],No reason to pay more.,"If you think that you need to pay more for a more recognizable brand, you are a fool indeed. This product delivers outstanding quality at a fair price."
16358,16359,__label2__,5,Y,Electronics,B006GH8VI4,"EnjoyGadgets Thunderbolt to HDMI Video Adapter Cable, with Audio Support - Female.",Works as advertised,"I have a 2nd gen Macbook Air and this is the second Thunderbolt to HDMI adapter I've purchased.  The first one didn't have audio out, hence the reason for getting this one.<br /><br />Build: not quite Apple grade in terms of plastic quality and cord flexibility, but it is of pretty good quality.  I got this so I can plug it into my TV and leave it alone, so it really doesn't matter.<br />Function: works just as advertised.  Picture is perfect and audio seems clear.  If you're having trouble hearing audio, check your System Preferences: Sound, and make sure HDMI is selected.  Sometimes you might need to log out and back in, or restart the computer, after the connection is made."
16362,16363,__label2__,5,Y,Electronics,B00Q3D085U,"GOgroove BlueSYNC BX Portable Multimedia Bluetooth Speaker with NFC Technology and Removable Battery - Works With Apple iPhone 6s , Samsung Galaxy Note 5 , Sony Xperia M5 and More Smartphones",Great Speaker!,Excellent little sound system. I use it as my bathroom radio and I love the quality of both the build and sound.
16369,16370,__label2__,5,Y,Electronics,B00GDLJ0GK,"MQbix MQHT560ORG Ear Foam Palette High Performance Headphones with Mic, Tangerine Orange",bangin' for the price. recommended!,"I've been rocking these for about two weeks and have fallen more and more in love. For the price, I haven't ever had a better pair of headphones. I got these to be my &#34;backpack&#34; pair that I could throw around and they are quickly becoming my primary pair. The color (orange) is just like the photo and I get lots of compliments.<br /><br />The sound is amazing, you can tell the when it goes from right to left ear. They fit over my ear so well I can't even hear my keys on the key board and the sound is only at medium which is exactly what I was hoping for!"
16379,16380,__label2__,5,Y,Electronics,B009E6J8U4,Sennheiser CX 890i Headset (Black),Good sound quality,The sound quality is  good the mids are nice detailed and the high are a little to high.  But other than that the headphones are good.
16383,16384,__label2__,4,Y,Electronics,B009LWFJVI,MillionAccessories 4 Pcs Brand New 16340 1000mAh 3.6V CR123A Rechargeable Batteries Plus Charger,Good buy,"I bought this to complement a laser pointer I recently bought and it was to great success,Batteries last longer then expected"
16400,16401,__label2__,4,Y,Electronics,B0080R95XI,Ceptics Grounded Universal Plug Adapter for UK (Type G) - 3 Pack,Functional and cost-effective adapters,"This was a very cost-effective adapter set for travel to the UK. They're not the highest quality - meaning you might have to fiddle with them a bit in order to plug something in for the first time - but they all worked, and I think I'll hang onto this compact set for the future. Generally, I don't see value in buying one of those pricier &#34;all in one&#34; adapter sets unless you're going to multiple countries on the same trip and only plan to bring 1-2 items that need to be charged."
16490,16491,__label2__,5,Y,Electronics,B00C37AZXK,"RTL-SDR, FM+DAB, DVB-T USB Stick Set with RTL2832U & R820T. Great SDR for SDR#, HDSDR",Pal TV for ABS-D flight reception,I am going to re-program this receiver for 1090 MHz.<br />See the article in QST ham magazine January 2014 for full instructions.<br />Only works on a windows computer.<br />You can follow any aircraft that have transponders.<br />If you are a pilot this is great!
16501,16502,__label2__,5,Y,Electronics,B0045WGWCE,Tenergy TN141 2 Bay 9V Smart Charger with 4 pcs 9V 250mah NiMH Rechargeable Batteries,This is an awsome solution for 9V NIMH batteries,"I can't believe that it took 30 or more years to get a rechargable battery system that is this small and this useful.  Well designed and implemented.  The batteries that come with the charger are incredible.  They ... well ... keep going and going charge after charge.  I would easily recommend this to anyone considering this solution.  They batteries do not charge too rapidly, so they will last longer.  Also, you because of this charge rate, keep the other pair in the charger to always have fresh batteries."
16543,16544,__label2__,5,Y,Electronics,B00009WQSR,Belkin Speaker and Headphone Splitter,Exactly what it's for.,It does what it needs to do and doesn't feel cheap or flimsy. The construction is nice and I love how short it is so you don't have to worry about it tangling up or anything.<br /><br />It doesn't separate the sound like others have said and it arrived on time.
16585,16586,__label2__,5,Y,Electronics,B002YKPWH0,7 OUTLET SURGE PROTECTOR W/INDIVIDUAL SWITCHES,No more worrying I left my devices plugged,I use this with my laptop and love the fact that I no longer have to unplug my laptop after it's charged. This is exactly what I was looking for and very happy that the description matched the product. Best part is being able to turn off my devices separately or all at the same time depending on my preference. Definitely recommend getting this item.
16603,16604,__label2__,5,Y,Electronics,B00BSXUEZY,"SOFTROUND Earpads, ear pads, ear cushion Replacement for Sony 211566803, Compatible with Sony MDR-7506, MDR-V6, MDR-CD900ST, Sony, etc. (Packaged 1 pair (2 pieces)) T018",the exact original quality replacement.,"dude, my old ear pads were wearing thin quickly. ordered these and they are exactly what i was hoping they'd be. perfect replacement."
16619,16620,__label2__,5,Y,Electronics,B00385XUFQ,Sony RMVZ320 7-Device Universal Remote with Dual IR Emitters,Universal remote for Roku 3,Great remote..... very good range..... wide emitter pattern .... works on Roku 3 ..... feels well crafted!
16652,16653,__label2__,5,Y,Electronics,B0061RJSWC,BlueRigger High Speed Braided HDMI Cable with Ethernet (3 Feet) - Supports 3D and Audio Return [Latest Version],BlueRigger HDMI cable,"Be prepared to be pleasantly surprised! Aside from quick turn around and excellent customer service, the cable is top quality. From the braided cable to the solid connector tips, this cable is great."
16679,16680,__label2__,1,Y,Electronics,B000U0HRKG,Replacement Boxes BRBR12BL-S / Cases for Blu-Ray Disc (25 Pieces),poor quality,i purchase those boxes twice last month and the second time i receive a poor quality cases and 4 of them  was broken .
16701,16702,__label2__,4,Y,Electronics,B004F9LVXC,ViewHD 2 Port 1x2 Powered HDMI Mini Splitter for 1080P & 3D | Model: VHD-1X2MN3D,"Breaks HDCP, HDMI Audio issue","The splitter works just fine for video. Yes, it does get a little hot with continuous use as other reviewers stated before.<br />I bought mine in October 2013, and it does remove HDCP protection (tested with a PS3) which is the main reason you might be taking a look at this item.<br />It is quite small and &#34;portable&#34; (sans the power supply) so you would have no problem hiding it.<br /><br />The main issue with my unit (perhaps defective?) is that the sound will either crack or just be gone completely. I'm yet to find out if the problem is due to the TV, the capture card ([[ASIN:B00840353W Elgato Game Capture HD (10025010)]]) or this unit, but in any case I don't lose too much sleep over it as I'm using optical audio to playback and record (as opposed to audio via HDMI) but it's definitely something you should have in mind, if not using the optical out port of whatever device you intend to capture.<br /><br />Overall it works for my purpose (HDCP breaking) and I'm happy with the product, but I already found a similar product (not on amazon so cannot link) that apparently works and doesn't require a power supply, so I might be heading towards that direction (the power supply is something I quite not like that much about this product, as it's one extra thing to be taking space on my -already getting crowded- UPS).<br /><br />I haven't had the chance to try 3D yet to see if it works, maybe when I do I'll come back and update the review."
16708,16709,__label2__,1,Y,Electronics,B00006343O,Monster Cable MP HTS850 Home Theater PowerCenter (Discontinued by Manufacturer),This Power center sucks. I had it connected to my 4k TV ...,This Power center sucks.  I had it connected to my 4k TV and receiver with cable box.  It tripped one time and non stop humming and will not reset.  I had the same Power Center for 5yrs before not even one fault.  DO NOT BUY!!!!
16734,16735,__label2__,5,Y,Electronics,B008JGR9MO,OontZ Angle Bluetooth Speaker [ORIGIINAL] Ultra Portable Wireless with Built in Mic up to 10 Hour Playtime works with iPhone iPad tablet Samsung and smart phones - Black Grille,Great product - great price!,"I wanted a portable speaker for my iPad/iPhone that I could recharge via USB, not have to use batteries. Much better sound quality than I expected.  I'm glad I found this one before buying a &#34;high end&#34; version at Sams, Best Buy, etc. for $100-$300. I imagine they have better sound, but I don't need that.  Used it for 6 months and I couldn't be more happy with the purchase.<br /><br />Pro: Good sound, long batter life, Great Price<br />Con: USB charging cord is short"
16769,16770,__label2__,5,Y,Electronics,B00D5Q75RC,Bose SoundLink Mini Bluetooth Speaker (Discontinued by Manufacturer),Loved it,Decided to buy this little thing for my girlfriend after it shocked me how powerful and rich it sounded even outdoors. She loved it ever since and am considering buying another one for myself. Great for small to medium reunions.
16824,16825,__label2__,5,Y,Electronics,B001LK6ZDY,"Monster Power MDP800 Green Powercenter (8-Outlet, 3140 Joule Rating) (Discontinued by Manufacturer)",HomePlug capable extension plug,"I had problems connecting a HomePlug Powerline Networking adapter in my living room due to powerline noise from my amplifier and set top box.  I purchased this to see if it would solve my issues and it did!  All the plugs are filtered except for one.  The one un-filtered plug is for your HomePlug adapter.<br /><br />Even in rooms that have connectivity, adding this solution improves HomePlug throughput.  Highly recommended."
16845,16846,__label2__,4,Y,Electronics,B000RSOV50,La Crosse Technology BC-700 Alpha Power Battery Charger,Amazing Charger. Almost everything!!!,This charger brought back to life over two dozen Energizer batteries that my normal Energizer charger wouldn't recharge. The charge/discharge process brought the batteries back to life and gave an estimate of their capacity (mAh). It also offers multiple charging rates and defaults to the slow charge which is best for the long-term life of the battery. The only thing I would love is a backlight for the display.
16864,16865,__label2__,5,Y,Electronics,B00JOQIB6G,"Skullcandy Air Raid Water-resistant Drop Proof Bluetooth Portable Speaker, Olive Green and Black",Awesome!,Loved this speaker so much that I lost it in some deep water kayaking and ordered a second one the same day! Wish I could have found the one that sunk.. Next one will be attached haha
16923,16924,__label2__,5,Y,Electronics,B001DDEJLE,Audio Technica ATH-EQ300M SV Silver | Ear-Fit Headphones (Japan Import),I previously used and loved a set of sony ones but they were discontinued,"There are so few around the ear hook headphones. I previously used and loved a set of sony ones but they were discontinued.. these are very nice to wear and lay on. Id prefer a more rounded or rubbery around the ear hook, and wish the cords to the ears connected at tge base of the headphones directly instead of half way down the cord. but overall these are nice. Ive been using them for over a month now, good sound and havent broken."
16925,16926,__label2__,2,Y,Electronics,B00KTCMA48,"Sylvania SP263G Bluetooth FM Radio USB Charging Tower Speaker, Black",Not bad but not great either,"Decent sound for the price. Not bad but not great either. Blue tooth connectivity is very weak though. If the device you are streaming the music from gets more than a few feet away the blue tooth signal will start cut out and get very choppy. I've bought far cheaper devices that have much stronger blue tooth capabilities than this, very disappointing. Better off coughing up a little more cash for something higher quality."
16938,16939,__label2__,3,Y,Electronics,B00HQ2R38C,J-Tech Digital ® Premium Quality SPDIF TOSLINK Digital Optical Audio 3x1 Switch with Remote Control (Three Inputs one Output),"It's ok, but...","It works fine but the remote is very temperamental (btw, the batteries are not included). Also, there seems to be a short in one of the input ports."
16997,16998,__label2__,5,Y,Electronics,B000ENRQ3M,RCA WHP141B 900MHZ Wireless Stereo Headphones,What I Think,The RCA WHP141B Wireless Stereo Headphones work very well. They have done their job for me and done it well.
17018,17019,__label2__,5,Y,Electronics,B00182CIB8,"USB 2.0 Extension Cable Type A Male to Type A Female 6 ft, Black",Work well...,"Received it yesterday (08-28-2014), work well, I used it as a usb power extension cord for my son Ipad-mini. No more worry running out battery in the middle of the game or movie on netflix. And it cheaper then at local computer store...."
17057,17058,__label2__,1,Y,Electronics,B000W5OYAA,JVC Replacement Lamp for Rear Projection JVC HDTVs (Discontinued by Manufacturer),Don't Buy!,Lamp went out in less than a week. Not a good product sorry. Was really hoping this would be a good product.
17058,17059,__label2__,5,Y,Electronics,B0002J2MV4,"C2G Cables To Go 40018 Coaxial to TOSLINK Optical Digital Audio Converter, Black",Works great,"Works great. Using it for &#34;Digital&#34; on Sharp TV, to &#34;Optical&#34; on LG Soundbar. Writing this review in case there are others out there like me who had the question on whether or not it worked with an LG Soundbar."
17085,17086,__label2__,5,Y,Electronics,B003EM2WAW,"Panasonic ErgoFit In-Ear Earbud Headphones RP-HJE120-P (Pink) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit",Great!,"Works really well, and at such a great price! Great for backup, or just everyday use. It's cheap enough that you won't worry about just throwing in your bag or backpack and them getting ruined"
17087,17088,__label2__,5,Y,Electronics,B00006JPDI,"BIC America DV62si Bookshelf Speakers (Pair, Black)",This is a good sounding bookshelf speaker,The BIC has a good top end and nice clean sound. I am using it with the BIC sub thru an Onkyo power amp with built in crossover. The tweeter has great dispersion which I need. The speaker is getting about 40 watts rms. I am using the subwoofer for the bottom end because with a 6&#34; speaker the bass won't be as deep or strong as I want.
17113,17114,__label2__,3,Y,Electronics,B00456NY7G,Skullcandy Ink'd (Discontinued by Manufacturer),Left earbud no sound,Had these for 1 to 2 years and they were fine but all of a sudden the left earbud doesn't produce sound.
17184,17185,__label2__,5,Y,Electronics,B006U3O566,"Deadbolt Banana Plugs, 12-pair, By Sewell Direct",Looks good - works good,These banana plugs are simple to install and so far I've had great luck with them. I appreciated there were enough in one package to attach my 7.1 channel surround sound speakers without having to purchase more plugs.
17222,17223,__label2__,3,Y,Electronics,B007FQNL08,NAXA Electronics NPB-251BK Portable CD Player with AM/FM Stereo Radio,Nice item for the price,"This is basically everything that it claims to be, nothing more or less. We bought a few of these for individuals at a group home. They are using them without any issues so far. So we are happy with this purchase."
17238,17239,__label2__,5,N,Electronics,B002ISTP8K,Bic 350 Watt 6.5IN 2 Way Bookshelf,I really love these!,"I just wanted to leave a view because these speakers have brought so much happiness to me!<br /><br />I have them connected to an SMSL SL-50 amp, and a Schiit Audio Modi USB dac! The sound that comes out of the horn loaded tweeters is just amazing! I listen to lots of electronic music, search xkito on youtube. The clarity is unlike anything I have heard before. I just want to let every one know that I love them! The thing I love most about these speakers is their ability to play music at very low volume with clarity! I can play dub step at a very low volume at night, not bother anyone, and still enjoy crystal clear audio! LOVE THEM!"
17343,17344,__label2__,5,Y,Electronics,B007VIZRAW,Maximal Power Combo 9V MaximalPower 9V Battery and Charger Pack of 2 9V li-ion Rechargebale Batteries,quick charger and lasting battery,"I used the battery for microphone, and it lasted the whole day of usage.  moreover, it recharges quickly too.  very nice products."
17344,17345,__label2__,1,Y,Electronics,B004QK7HI8,"Mohu Leaf 30 TV Antenna, Indoor, 30 Mile Range, Original Paper-thin, Reversible, Paintable, 4K-Ready HDTV, 10 Foot Detachable Cable, Premium Materials for Performance, USA Made, MH-110583",Your experience may vary,"I went to Mohu's website, put in my zip code, and was told I'd get some 60 or more channels. When I set it up, I got about 6, and of poor quality. I tried moving the antenna around, but no luck. I live in a hilly region, so maybe that had something to do with it. The reviews show that it works for some, but not for me."
17345,17346,__label2__,5,Y,Electronics,B008OXIORG,Pillow Pets Dream Lites - Power Adapter,So much better than using batteries.,"This were perfect for what I needed.  I had looked other places, but other products just didn't compare to the quality and price of this."
17404,17405,__label2__,1,Y,Electronics,B008CS9O8Q,Beats Tour Wired In-Ear Headphone - Black (Discontinued by Manufacturer),IT SUCKS! DIDNT EVEN LAST A YEAR!,"I bought it and after 1 month one side was allready broken, then after 3 months the other one stopped functioning.<br /><br />That without sayng that keeps falling of the ear all the time!. Payed a lot for a shitty earphone"
17431,17432,__label2__,4,Y,Electronics,B007HISA1Y,JVC HAFX101G Headphones,"These are decent headphones for the price, definitely not ...","These are decent headphones for the price, definitely not my long term earbuds but they'll do the job till I get my  next paycheck and buy another pair. Can't complain for the price."
17469,17470,__label2__,3,Y,Electronics,B009W9V2N4,BlueRigger High Speed Micro HDMI to HDMI cable with Ethernet - 15 feet,BlueRigger High Speed Micro Cable,Subject BlueRigger cable does not fit the Kindle HDX Fire  which I bought it for should note this in your description of the cable
17502,17503,__label2__,3,Y,Electronics,B008XLGVTC,Hello Kitty AM/FM Alarm Clock Radio KT2051B (Pink),Good enough alarm clock.,"Good enough alarm clock. Serves it's job to wake my 10 yo daughter up for school.  She complains that it does not pick up any good radio stations, though."
17518,17519,__label2__,5,Y,Electronics,B000C1Z0HA,Next Generation Remote Control Extender,Worked Great.,This worked exactly as directed. I can now shut my cabinet door and all if the electronics stay hidden.  Does exactly wht is says it will do.
17519,17520,__label2__,5,Y,Electronics,B001A5PDKQ,"Mediabridge ULTRA Series HDMI Cable (15 Feet) - High-Speed Supports Ethernet, 3D and Audio Return [Newest Standard]",jillo,It works great. I had another one that had fuzzy reception so I really appreciative the excellent quality. I plan to order another one!
17522,17523,__label2__,5,Y,Electronics,B000O2KIMO,Koss Portable Replacement Cushions,"cool headset, and 5 stars for 3 set of inexpensive headset covers.",cool package for 3 set headset cover.<br />I use my KOSS for running and after a while the cover gets damaged.<br />these covers work perfect.
17539,17540,__label2__,5,Y,Electronics,B001OCY3RY,"VideoSecu Low Profile TV Wall Mount Bracket for Most 32"" - 75"" LCD LED Plasma HDTV, Compatible with Sony Bravia Samsung LG Haier Panasonic Vizio Sharp AQUOS Westinghouse Pioneer ProScan Toshiba 1NN",Easy to Install & Use,"As someone with very little experience installing ANYTHING in my house, I was a little apprehensive about wall mounting my 50 inch Pioneer plasma.  This Wall Mount, though, was extremely easy to install.  While you will likely need a drill and some additional tools, the directions are super-easy to follow and, with one additional helper, you can safely and quickly mount your TV.  I would definitely consider VideoSecu products again if I mount another TV."
17576,17577,__label2__,3,Y,Electronics,B006IF7S92,Swimbuds 100% Waterproof Headphones Designed for Flip Turns! *** Underwater Audio Waterproof iPod Promotion Available - (See Details Below),They usually work,"I swim about 3 hours a week and the fact that it is possible to listen to music while swimming is fantastic.  For the most part these headphones work as advertised.  If you get a good seal you can listen to music while doing flip turns.  But the seal invariably breaks and then you have to stop and adjust and it gets you out of rhythm.  So, what I am saying is that it is a miracle product that has made me wish for more."
